Type,Days for shipping (real),Days for shipment (scheduled),Benefit per order,Sales per customer,Delivery Status,Late_delivery_risk,Category Id,Category Name,Customer City,Customer Country,Customer Fname,Customer Id,Customer Lname,Customer Segment,Customer State,Customer Street,Customer Zipcode,Department Id,Department Name,Latitude,Longitude,Market,Order City,Order Country,Order Customer Id,Order Item Discount,Order Item Discount Rate,Order Item Product Price,Order Item Profit Ratio,Order Item Quantity,Sales,Order Item Total,Order Profit Per Order,Order Region,Order State,Order Status,Product Name,Product Price,Shipping Mode,Order Date,Year,Month,Day,DayOfWeek,Hour,Shipping Pressure Index,Order Complexity Score,Discount Risk Score,High Value Order Flag,Express Shipment Flag,International Shipment Flag,Geographical Distance,Regional Congestion Index,Route Congestion Index,Customer Reliability Score,Historical Shipping Efficiency Gap,Risk_Probability,Risk_Level,Risk_Priority_Index,Revenue_at_Risk,SLA_Risk_Index,Intervention_Score
PAYMENT,6,4,16.22,33.79,Late delivery,1,75,Video Games,Saginaw,EE. UU.,Farrah,19943,Ferguson,Consumer,MI,6229 Heather Butterfly Pathway,48601,9,Discs Shop,43.40317917,-83.9552536,Pacific Asia,Depok,Indonesia,19943,5.96,0.15,39.75,0.48,1,39.75,33.79,16.22,Southeast Asia,Yogyakarta,PENDING_PAYMENT,Fighting video games,39.75,Standard Class,2025-12-27 16:59:52.860545760,2025,12,27,5,12,3.6363636363636362,0.13043923809523808,0.15,0,0,1,13910.92665673034,0.5534976682211858,0.6440677966101694,0.5472564747919194,-0.007599463567277604,0.42030246220233275,Medium,5.482393293922488,16.707022872542726,8.406049244046654,3.195378689921559
TRANSFER,5,4,87.42,186.0,Late delivery,1,24,Women's Apparel,Simi Valley,EE. UU.,Mary,12034,Smith,Corporate,CA,6886 Cotton Promenade,93063,5,Golf,34.26791382,-118.6712112,USCA,Tempe,Estados Unidos,12034,14.0,0.07,50.0,0.47,4,200.0,186.0,87.42,West of USA,Arizona,PENDING,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2025-11-04 14:52:21.599175704,2025,11,4,1,12,0.9756097560975611,0.2353142857142857,0.28,0,0,1,326.6571868458623,0.5406140691799456,0.5350696235172769,0.5472564747919194,-0.024119947848761408,0.6663717483328211,Medium,15.680679197911754,133.2743496665642,13.327434966656423,14.268732659158555
TRANSFER,2,1,17.4,173.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Helen,12117,Smith,Home Office,PR,2789 Honey Cove,725,7,Fan Shop,18.22816658,-66.37063599,Africa,Libreville,Gabón,12117,26.0,0.13,199.99,0.1,1,199.99,173.99,17.4,Central Africa,Estuaire,PENDING,Pelican Sunstream 100 Kayak,199.99,First Class,2025-11-09 11:20:15.023432560,2025,11,9,6,12,0.9090909090909091,0.16782590476190476,0.13,0,1,1,9624.253284661358,0.5772558714462299,1.0,0.5472564747919194,1.0,0.9452375161598443,High,15.863534136442144,189.03805085680727,75.61900129278754,17.687696705985292
PAYMENT,3,4,100.42,213.66,Advance shipping,0,76,Women's Clothing,Caguas,Puerto Rico,Vielka,20625,Morrison,Consumer,PR,1557 High Spring Cove,725,4,Apparel,18.21559906,-66.03705597,Pacific Asia,Lianzhou,China,20625,2.16,0.01,215.82,0.47,1,215.82,213.66,100.42,Eastern Asia,Guangxi,PENDING_PAYMENT,Summer dresses,215.82,Standard Class,2025-12-30 11:11:19.923331744,2025,12,30,1,12,3.6363636363636362,0.1784045714285714,0.01,0,0,1,14022.532293531222,0.5390693590869183,0.5389150943396226,0.5472564747919194,-0.03236894872529361,0.461821860854643,Medium,8.239113116211792,99.67039400964904,9.23643721709286,9.275868887063659
TRANSFER,6,2,69.97,199.92,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Amber,12096,Smith,Consumer,PR,2262 Heather Forest,725,7,Fan Shop,18.21959877,-66.37059784,LATAM,San Miguelito,Panamá,12096,49.98,0.2,49.98,0.35,5,249.9,199.92,69.97,Central America,Panamá,PROCESSING,O'Brien Men's Neoprene Life Vest,49.98,Second Class,2025-11-08 03:41:52.409842784,2025,11,8,5,12,0.3921568627450981,0.42188076190476187,1.0,0,0,1,2215.9423556610573,0.5460255656773435,0.5094339622641509,0.5472564747919194,1.9480765586507485,0.5969347467263778,Medium,25.183528575635034,149.1739932069218,35.81608480358267,19.02385102266932
PAYMENT,4,2,0.76,10.16,Late delivery,1,74,Toys,Caguas,Puerto Rico,Maia,19746,Hopkins,Corporate,PR,1185 Rustic River Thicket,725,7,Fan Shop,18.27781105,-66.03705597,Pacific Asia,Seúl,Corea del Sur,19746,1.38,0.12,11.54,0.08,1,11.54,10.16,0.76,Eastern Asia,Seúl,PENDING_PAYMENT,Toys,11.54,Second Class,2025-12-26 21:52:42.140063592,2025,12,26,4,12,1.8181818181818181,0.12413790476190474,0.12,0,0,1,14015.701418933568,0.5390693590869183,0.5815602836879432,0.5472564747919194,2.140667267808837,0.7862453655777226,High,9.760285231157631,9.073271518766918,47.17472193466335,4.448510383589068
TRANSFER,2,1,25.12,69.21,Late delivery,1,72,Pet Supplies,Caguas,Puerto Rico,Michelle,19164,Holder,Consumer,PR,2137 Rustic Dale Crest,725,11,Pet Shop,18.2604599,-66.0370636,Pacific Asia,Qitaihe,China,19164,15.19,0.18,84.4,0.36,1,84.4,69.21,25.12,Eastern Asia,Heilongjiang,PENDING,Adult dog supplies,84.4,First Class,2025-12-24 13:23:34.529299016,2025,12,24,2,12,0.9090909090909091,0.1398845714285714,0.18,0,1,1,14017.606715587803,0.5390693590869183,0.5389150943396226,0.5472564747919194,1.0,0.8137994614829088,High,11.38379888983389,68.6846745491575,65.1039569186327,8.674600028883006
PAYMENT,5,4,14.4,191.99,Late delivery,1,48,Water Sports,Caguas,Puerto Rico,Mildred,12073,Merritt,Consumer,PR,4661 Green Freeway,725,7,Fan Shop,18.23455048,-66.37057495,USCA,Los Angeles,Estados Unidos,12073,8.0,0.04,199.99,0.08,1,199.99,191.99,14.4,West of USA,California,PENDING_PAYMENT,Pelican Sunstream 100 Kayak,199.99,Standard Class,2025-11-06 23:56:25.577061568,2025,11,6,3,12,3.6363636363636362,0.17262590476190476,0.04,0,0,1,5598.421744380798,0.5406140691799456,0.5494128074451584,0.5472564747919194,-0.024119947848761408,0.3468637732497974,Medium,5.987767268637445,69.36928601222698,6.937275464995948,6.557264068188597
PAYMENT,4,4,17.96,47.26,Shipping on time,0,60,Baby,Bensalem,EE. UU.,Belle,17706,Melton,Home Office,PA,107 Lazy Court,19020,4,Apparel,40.11061859,-74.94393921,Pacific Asia,Bangkok,Tailandia,17706,11.82,0.2,59.08,0.38,1,59.08,47.26,17.96,Southeast Asia,Bangkok,PENDING_PAYMENT,Baby sweater,59.08,Standard Class,2025-12-18 15:53:17.318826928,2025,12,18,3,12,3.6363636363636362,0.1340312380952381,0.2,0,0,1,14419.807891889272,0.5534976682211858,0.23529411764705882,0.5472564747919194,-0.007599463567277604,0.15071537259319986,Low,2.0200567988651694,8.904264212806249,3.0143074518639974,1.3422785723144428
PAYMENT,2,1,45.92,139.17,Late delivery,1,26,Girls' Apparel,Bowling Green,EE. UU.,Jose,12351,Deleon,Corporate,KY,6528 Round Private,42101,5,Golf,37.1289444,-86.29595184,Pacific Asia,Bareilly,India,12351,20.79,0.13,39.99,0.33,4,159.96,139.17,45.92,South Asia,Uttar Pradesh,PENDING_PAYMENT,TYR Boys' Team Digi Jammer,39.99,First Class,2025-11-22 13:24:15.690845232,2025,11,22,5,12,0.24390243902439027,0.2228262857142857,0.52,0,1,1,13425.621011464733,0.5609069585613761,0.7142857142857143,0.5472564747919194,1.0,0.9753718125875873,High,21.733847818930247,156.02047514151047,78.02974500700698,18.054767636062728
PAYMENT,4,2,4.26,106.59,Late delivery,1,18,Men's Footwear,Caguas,Puerto Rico,Donald,12188,Green,Consumer,PR,2912 Hidden Acres,725,4,Apparel,18.26853943,-66.37057495,Europe,Grasse,Francia,12188,23.4,0.18,129.99,0.04,1,129.99,106.59,4.26,Western Europe,Provenza-Alpes-Costa Azul,PENDING_PAYMENT,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Second Class,2025-11-13 07:20:41.028595480,2025,11,13,3,12,1.8181818181818181,0.14985257142857142,0.18,0,0,1,6910.710384158729,0.5575533728387044,0.5450137044064938,0.5472564747919194,2.0672708962739175,0.8282089412847945,High,12.410923953166119,107.65888027761045,49.69253647708767,11.423902397923076
DEBIT,3,4,54.43,188.99,Advance shipping,0,48,Water Sports,Caguas,Puerto Rico,Laura,12319,Woodward,Consumer,PR,6231 Fallen Range,725,7,Fan Shop,18.22246552,-66.3706131,LATAM,Villahermosa,México,12319,11.0,0.06,199.99,0.29,1,199.99,188.99,54.43,Central America,Tabasco,COMPLETE,Pelican Sunstream 100 Kayak,199.99,Standard Class,2025-11-20 16:16:27.238945696,2025,11,20,3,12,3.6363636363636362,0.36714361904761905,0.06,0,0,1,2216.0255222325018,0.5460255656773435,0.5473360655737705,0.5472564747919194,0.00012172113687541841,0.1961021786172913,Low,7.199766356067494,39.218474701672086,3.922043572345826,5.233015024527322
DEBIT,6,2,87.0,299.99,Late delivery,1,45,Fishing,San Francisco,EE. UU.,Mary,12376,Ortega,Corporate,CA,260 Dewy Glen,94110,7,Fan Shop,37.6848259,-122.4018097,USCA,Chicago,Estados Unidos,12376,100.0,0.25,399.98,0.29,1,399.98,299.99,87.0,US Center,Illinois,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Second Class,2025-11-24 01:24:41.057844648,2025,11,24,0,12,1.8181818181818181,0.20142590476190475,0.25,0,0,1,2126.7783779251936,0.5531090364629205,0.5350696235172769,0.5472564747919194,1.8849480968858132,0.7315745506700346,High,14.735806576949564,292.61518877700047,43.89447304020208,23.451233957399854
TRANSFER,2,1,27.84,81.87,Late delivery,1,72,Pet Supplies,Pawtucket,EE. UU.,Wynne,16500,Wise,Corporate,RI,733 Tawny Nectar Link,2860,11,Pet Shop,41.8719368,-71.38621521,Pacific Asia,Manila,Filipinas,16500,2.53,0.03,84.4,0.34,1,84.4,81.87,27.84,Southeast Asia,Capital Nacional,PENDING,Adult dog supplies,84.4,First Class,2025-12-13 18:50:27.527448784,2025,12,13,5,12,0.9090909090909091,0.1432605714285714,0.03,0,1,1,14245.45258382963,0.5534976682211858,0.5472564747919194,0.5472564747919194,1.0,0.7507636463426957,High,10.755482898285248,63.364451751323514,60.061091707415656,8.10406026439351
TRANSFER,6,4,144.01,426.06,Late delivery,1,68,Garden,Irvington,EE. UU.,Maryam,15613,Mcneil,Corporate,NJ,8790 Broad Avenue,7111,6,Outdoors,40.73097992,-74.22322846,Pacific Asia,Whyalla,Australia,15613,106.52,0.2,532.58,0.34,1,532.58,426.06,144.01,Oceania,Australia del Sur,PROCESSING,Lawn mower,532.58,Standard Class,2025-12-10 04:45:14.588018920,2025,12,10,2,12,3.6363636363636362,0.23504457142857144,0.2,1,0,1,16797.204113240332,0.5377740705433747,0.4888888888888889,0.5472564747919194,0.004347826086956522,0.3790023636865903,Medium,8.908244814313019,201.8490788522043,7.580047273731806,15.674242656857464
DEBIT,2,4,-13.42,29.81,Advance shipping,0,75,Video Games,Phoenix,EE. UU.,Bree,20244,Mccarty,Consumer,AZ,5348 Middle Embers Line,85029,9,Discs Shop,33.58987427,-112.1163712,Pacific Asia,Zhuhai,China,20244,9.94,0.25,39.75,-0.45,1,39.75,29.81,-13.42,Eastern Asia,Guangdong,COMPLETE,Fighting video games,39.75,Standard Class,2025-12-28 22:12:40.611130192,2025,12,28,6,12,3.6363636363636362,0.12937790476190475,0.25,0,0,1,11465.17736387521,0.5390693590869183,0.27380952380952384,0.5472564747919194,-0.03236894872529361,0.18017258080452594,Low,2.3310351000034544,7.161860086979907,3.603451616090519,1.3621256452201762
PAYMENT,5,4,-36.97,155.34,Late delivery,1,67,DVDs,Mount Pleasant,EE. UU.,Sierra,15172,Hawkins,Corporate,MI,2865 Blue Rise Way,48858,9,Discs Shop,43.60348129,-84.78716278,Pacific Asia,Ho Chi Minh City,Vietnam,15172,9.04,0.06,164.38,-0.24,1,164.38,155.34,-36.97,Southeast Asia,Ciudad Ho Chi Minh,PENDING_PAYMENT,DVDs,164.38,Standard Class,2025-12-08 09:57:11.604604520,2025,12,8,0,12,3.6363636363636362,0.1628525714285714,0.06,0,0,1,13869.666168152988,0.5534976682211858,0.65,0.5472564747919194,-0.007599463567277604,0.3857320156665189,Medium,6.281745063361859,63.40662873526237,7.714640313330378,6.317095749460486
CASH,0,0,82.05,293.04,Shipping on time,0,69,Health and Beauty,Caguas,Puerto Rico,Samantha,18846,Rocha,Consumer,PR,371 Cozy Prairie Highway,725,12,Health and Beauty,18.21573067,-66.03705597,Pacific Asia,Peshawar,Pakistán,18846,0.0,0.0,293.04,0.28,1,293.04,293.04,82.05,South Asia,Jaiber Pajtunjuá,CLOSED,First aid kit,293.04,Same Day,2025-12-23 06:31:47.071870944,2025,12,23,1,12,0.0,0.19957257142857143,0.0,0,1,1,14157.57957291494,0.5609069585613761,0.5495867768595041,0.5472564747919194,0.4884488448844885,0.34217726466913484,Medium,6.828919659441411,100.27162563864329,34.21772646691348,8.747865402095162
DEBIT,5,4,54.24,433.96,Late delivery,1,62,Cameras,Amarillo,EE. UU.,Madeline,13307,Barber,Consumer,TX,5154 Honey Bend,79109,10,Technology,35.18754196,-101.8676224,Europe,Paderborn,Alemania,13307,18.08,0.04,452.04,0.13,1,452.04,433.96,54.24,Western Europe,Renania del Norte-Westfalia,COMPLETE,Web Camera,452.04,Standard Class,2025-11-30 20:56:50.824405320,2025,11,30,6,12,3.6363636363636362,0.23715123809523808,0.04,0,0,1,8085.242131813313,0.5575533728387044,0.6153846153846154,0.5472564747919194,-0.007148806218767351,0.3437929338507953,Medium,8.153091991111038,155.40815781791352,6.875858677015906,12.585726265519227
DEBIT,2,1,59.02,122.95,Late delivery,1,46,Indoor/Outdoor Games,Caguas,Puerto Rico,Rachel,12396,Horn,Corporate,PR,7810 Round Corners,725,7,Fan Shop,18.29413223,-66.37060547,Pacific Asia,Dehra Dun,India,12396,26.99,0.18,49.98,0.48,3,149.94,122.95,59.02,South Asia,Uttarakhand,COMPLETE,O'Brien Men's Neoprene Life Vest,49.98,First Class,2025-11-25 01:57:57.871458800,2025,11,25,1,12,0.3225806451612903,0.19707238095238094,0.54,0,1,1,14176.385447910641,0.5609069585613761,0.5267123287671233,0.5472564747919194,1.0,0.9753718125875873,High,19.221884542047533,146.24724957938284,78.02974500700698,16.463588791581984
DEBIT,1,0,60.52,126.09,Late delivery,1,18,Men's Footwear,Bronx,EE. UU.,Brenda,12177,Carter,Consumer,NY,4616 Red Anchor Gardens,10456,4,Apparel,40.90388107,-73.85424042,Pacific Asia,Canberra,Australia,12177,3.9,0.03,129.99,0.48,1,129.99,126.09,60.52,Oceania,Territorio de la Capital Australiana,COMPLETE,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Same Day,2025-11-12 15:54:47.299881448,2025,11,12,2,12,0.0,0.15505257142857143,0.03,0,1,1,16817.622521074005,0.5377740705433747,0.5059101654846335,0.5472564747919194,0.394392523364486,0.27228434410616775,Low,4.221838771340329,35.394241890360746,27.228434410616774,3.8123900219577767
PAYMENT,2,1,-47.09,176.37,Late delivery,1,17,Cleats,Caguas,Puerto Rico,Mary,12409,Mccann,Consumer,PR,1540 Round Way,725,4,Apparel,18.24152374,-66.37055206,USCA,Suffolk,Estados Unidos,12409,3.6,0.02,59.99,-0.27,3,179.97,176.37,-47.09,South of  USA,Virginia,PENDING_PAYMENT,Perfect Fitness Perfect Rip Deck,59.99,First Class,2025-11-25 16:54:44.627571760,2025,11,25,1,12,0.3225806451612903,0.3459462857142857,0.06,0,1,1,2478.5691325140497,0.5534738485558157,0.5494128074451584,0.5472564747919194,1.0,0.9753718125875873,High,33.742625575508626,175.5376651113881,78.02974500700698,24.029310136886735
DEBIT,4,4,4.95,247.5,Shipping on time,0,24,Women's Apparel,Lombard,EE. UU.,Victoria,12355,Smith,Consumer,IL,8569 Emerald Blossom Concession,60148,5,Golf,41.84544373,-88.0118866,Africa,Nkongsamba,Camerún,12355,2.5,0.01,50.0,0.02,5,250.0,247.5,4.95,Central Africa,Littoral,COMPLETE,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2025-11-22 17:17:11.471653792,2025,11,22,5,12,0.7843137254901962,0.4456190476190476,0.05,0,0,1,11488.390526623823,0.5772558714462299,0.25,0.5472564747919194,0.08627858627858628,0.1014664244602609,Low,4.52153714332915,25.366606115065224,2.029328489205218,3.3306112242355734
TRANSFER,5,4,86.35,332.1,Late delivery,1,63,Children's Clothing,Lewisville,EE. UU.,Alfreda,13872,Oneal,Home Office,TX,8626 Silver End,75067,4,Apparel,32.98721314,-96.98584747,Europe,Hamar,Noruega,13872,25.0,0.07,357.1,0.26,1,357.1,332.1,86.35,Northern Europe,Hedmark,PENDING,Children's heaters,357.1,Standard Class,2025-12-03 03:46:58.728326256,2025,12,3,2,12,3.6363636363636362,0.2099885714285714,0.07,0,0,1,7969.292499913541,0.5423328079261428,0.4444444444444444,0.5472564747919194,-0.012140455734030631,0.4102245238434146,Medium,8.614246172684457,146.49117746448337,8.204490476868292,12.235169116942783
TRANSFER,4,4,13.9,57.9,Shipping on time,0,60,Baby,Summerville,EE. UU.,Kiayada,12796,Wiggins,Consumer,SC,5645 Quaking Anchor Path,29483,4,Apparel,33.01840973,-80.14975739,Europe,Valencia,España,12796,1.18,0.02,59.08,0.24,1,59.08,57.9,13.9,Southern Europe,Valenciana,PROCESSING,Baby sweater,59.08,Standard Class,2025-11-28 19:21:10.224575936,2025,11,28,4,12,3.6363636363636362,0.13686857142857142,0.02,0,0,1,8115.66988421771,0.5446658851113716,0.8235294117647058,0.5472564747919194,-0.04512600117210393,0.5636876474220844,Medium,7.7151123034592946,33.302666209696746,11.27375294844169,5.084204893965523
TRANSFER,0,0,-7.53,10.27,Shipping on time,0,61,CDs,Detroit,EE. UU.,Liberty,17830,Sparks,Consumer,MI,7592 Heather Circuit,48221,9,Discs Shop,42.41725922,-83.15509033,Pacific Asia,Palmerston,Australia,17830,1.02,0.09,11.29,-0.73,1,11.29,10.27,-7.53,Oceania,Territorio del Norte,PENDING,CDs of rock,11.29,Same Day,2025-12-19 03:55:22.239333472,2025,12,19,4,12,0.0,0.12416723809523808,0.09,0,1,1,16035.73411430722,0.5377740705433747,0.43478260869565216,0.5472564747919194,0.394392523364486,0.2563145559696177,Low,3.182587049835475,2.893791336896984,25.63145559696177,1.446662300148009
PAYMENT,3,4,-442.43,176.97,Advance shipping,0,76,Women's Clothing,Milwaukee,EE. UU.,Sarah,17510,Butler,Consumer,WI,6214 Little Wharf,53209,4,Apparel,43.05049896,-87.98997498,Pacific Asia,Rangún,Myanmar (Birmania),17510,38.85,0.18,215.82,-2.5,1,215.82,176.97,-442.43,Southeast Asia,Rangún,PENDING_PAYMENT,Summer dresses,215.82,Standard Class,2025-12-17 20:51:55.992864976,2025,12,17,2,12,3.6363636363636362,0.16862057142857143,0.18,0,0,1,13840.068860062405,0.5534976682211858,0.5472564747919194,0.5472564747919194,-0.007599463567277604,0.3773336980809041,Medium,6.36262237896581,81.43615871982072,7.546673961618082,7.431218474775568
CASH,2,4,44.81,99.58,Advance shipping,0,29,Shop By Sport,Long Beach,EE. UU.,Wayne,12053,Mcclure,Corporate,CA,100 Jagged Cloud Pathway,90805,5,Golf,33.76839829,-118.1887589,USCA,Edmonton,Canada,12053,20.39,0.17,39.99,0.45,3,119.97,99.58,44.81,Canada,Alberta,CLOSED,Under Armour Girls' Toddler Spine Surge Runni,39.99,Standard Class,2025-11-05 20:22:37.533320776,2025,11,5,2,12,1.2903225806451613,0.3650521904761904,0.51,0,0,1,2642.910545679789,0.4994487320837927,0.4857142857142857,0.5472564747919194,-0.2766355140186916,0.34659331331075655,Medium,12.652464822849224,41.580799797891466,6.931866266215131,7.555833917013178
CASH,4,4,-89.17,127.39,Shipping on time,0,18,Men's Footwear,Pasadena,EE. UU.,Helen,12321,Christensen,Consumer,MD,1744 Amber View,21122,4,Apparel,39.11119843,-76.48913574,Europe,Edinburgh,Reino Unido,12321,2.6,0.02,129.99,-0.7,1,129.99,127.39,-89.17,Northern Europe,Escocia,CLOSED,Nike Men's CJ Elite 2 TD Football Cleat,129.99,Standard Class,2025-11-20 18:07:05.734829768,2025,11,20,3,12,3.6363636363636362,0.1553992380952381,0.02,0,0,1,6401.78104738655,0.5423328079261428,0.68,0.5472564747919194,-0.012140455734030631,0.4432310762218959,Medium,6.887777154501502,57.61560759808425,8.864621524437919,6.212047317685656
DEBIT,3,4,68.84,152.97,Advance shipping,0,17,Cleats,Sandusky,EE. UU.,Bryan,12410,Smith,Consumer,OH,1828 Clear Barn Cove,44870,4,Apparel,41.44394302,-82.72502136,Pacific Asia,Valenzuela,Filipinas,12410,27.0,0.15,59.99,0.45,3,179.97,152.97,68.84,Southeast Asia,Capital Nacional,COMPLETE,Perfect Fitness Perfect Rip Deck,59.99,Standard Class,2025-11-25 19:02:51.307016472,2025,11,25,1,12,1.2903225806451613,0.20507771428571425,0.44999999999999996,0,0,1,14148.388477765911,0.5534976682211858,0.4482758620689655,0.5472564747919194,-0.007599463567277604,0.4674574939241499,Medium,9.586511437969282,84.12832518152926,9.349149878482999,8.882304086079468
PAYMENT,6,4,23.63,189.0,Late delivery,1,24,Women's Apparel,Caguas,Puerto Rico,Mary,12149,Smith,Corporate,PR,5814 Merry Prairie Stead,725,5,Golf,18.2014904,-66.37049866,LATAM,São Bernardo do Campo,Brasil,12149,11.0,0.06,50.0,0.13,4,200.0,189.0,23.63,South America,São Paulo,PENDING_PAYMENT,Nike Men's Dri-FIT Victory Golf Polo,50.0,Standard Class,2025-11-11 05:39:11.034245888,2025,11,11,1,12,0.9756097560975611,0.2361142857142857,0.24,0,0,1,3757.2474595812128,0.5434159972057283,0.5283917035022101,0.5472564747919194,-0.013154858066005077,0.33651302956358403,Medium,7.945553360895595,67.3026059127168,6.730260591271681,7.216377699121246
PAYMENT,2,4,15.52,387.98,Advance shipping,0,45,Fishing,Round Rock,EE. UU.,Judy,11988,Smith,Consumer,TX,5002 Easy Island Carrefour,78664,7,Fan Shop,31.9233799,-106.4266281,USCA,Los Angeles,Estados Unidos,11988,12.0,0.03,399.98,0.04,1,399.98,387.98,15.52,West of USA,California,PENDING_PAYMENT,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2025-11-01 23:58:53.950077000,2025,11,1,5,12,3.6363636363636362,0.22488990476190476,0.03,0,0,1,1364.7173625647356,0.5406140691799456,0.5194610778443114,0.5472564747919194,-0.024119947848761408,0.3007198407028345,Medium,6.762885633567562,120.28192188431974,6.014396814056689,9.92206956648621
DEBIT,3,4,21.84,363.98,Advance shipping,0,45,Fishing,Wyandotte,EE. UU.,Mary,12222,Smith,Home Office,MI,1525 Jagged Barn Highlands,48192,7,Fan Shop,42.21765137,-83.18075562,Europe,Colchester,Reino Unido,12222,36.0,0.09,399.98,0.06,1,399.98,363.98,21.84,Northern Europe,Inglaterra,COMPLETE,Field & Stream Sportsman 16 Gun Fire Safe,399.98,Standard Class,2025-11-15 09:42:56.784586576,2025,11,15,5,12,3.6363636363636362,0.21848990476190475,0.09,0,0,1,6454.463819146907,0.5423328079261428,0.47560975609756095,0.5472564747919194,-0.012140455734030631,0.681650271322692,Medium,14.893370286222149,272.64647552365034,13.633005426453838,22.31613664590788
TRANSFER,2,2,-138.31,207.36,Shipping on time,0,65,Consumer Electronics,Caguas,Puerto Rico,Brenna,14669,Kelly,Consumer,PR,4352 Hazy Hickory Road,725,10,Technology,18.2167778,-66.03705597,Europe,Estocolmo,Suecia,14669,45.52,0.18,252.88,-0.67,1,252.88,207.36,-138.31,Northern Europe,Estocolmo,PROCESSING,Industrial consumer electronics,252.88,Second Class,2025-12-06 09:08:06.160936856,2025,12,6,5,12,1.8181818181818181,0.17672457142857143,0.18,0,0,1,7765.300029986183,0.5423328079261428,0.6927899686520376,0.5472564747919194,1.945658263305322,0.7453877062573907,High,13.172832293646325,188.49364315836897,44.72326237544344,16.578751506960668
DEBIT,5,4,113.9,247.62,Late delivery,1,71,Music,Caguas,Puerto Rico,Germaine,16237,Owen,Home Office,PR,786 Lost Horse Plaza,725,9,Discs Shop,18.24376869,-66.0370636,Pacific Asia,Devonport,Australia,16237,13.03,0.05,260.65,0.46,1,260.65,247.62,113.9,Oceania,Tasmania,COMPLETE,Rock music,260.65,Standard Class,2025-12-12 17:18:56.768632488,2025,12,12,4,12,3.6363636363636362,0.18746057142857142,0.05,0,0,1,17717.703878991346,0.5377740705433747,0.54986312084474,0.5472564747919194,0.004347826086956522,0.2296667013204142,Low,4.305345106763989,59.86262569916595,4.593334026408284,5.313895584655553
DEBIT,0,0,21.37,284.98,Shipping on time,0,43,Camping & Hiking,Caguas,Puerto Rico,Jeremy,12123,Tucker,Consumer,PR,8711 Dusty Deer Valley,725,7,Fan Shop,18.207901,-66.37060547,Europe,Dublín,Irlanda,12123,15.0,0.05,299.98,0.08,1,299.98,284.98,21.37,Northern Europe,Dublín,COMPLETE,Diamondback Women's Serene Classic Comfort Bi,299.98,Same Day,2025-11-09 21:37:30.842575256,2025,11,9,6,12,0.0,0.1974232380952381,0.05,0,1,1,7784.674174913401,0.5423328079261428,0.3870967741935484,0.5472564747919194,0.4185022026431718,0.2954181764267876,Low,5.832241298236674,88.61954456450775,29.541817642678758,7.650069193165134
TRANSFER,3,4,427.5,1425.0,Advance shipping,0,64,Computers,Tucson,EE. UU.,Breanna,14360,Sampson,Home Office,AZ,8342 Grand Village,85706,10,Technology,32.14290619,-111.1434402,Europe,Huddinge,Suecia,14360,75.0,0.05,1500.0,0.3,1,1500.0,1425.0,427.5,Northern Europe,Estocolmo,PROCESSING,Dell Laptop,1500.0,Standard Class,2025-12-05 03:08:43.254190712,2025,12,5,4,12,3.6363636363636362,0.5014285714285714,0.05,1,0,1,8652.747488215451,0.5423328079261428,0.2,0.5472564747919194,-0.012140455734030631,0.10599012171725496,Low,5.314647531822356,158.98518257588245,2.119802434345099,11.664969967281888
CASH,2,1,34.41,275.31,Late delivery,1,73,Sporting Goods,Modesto,EE. UU.,Lenore,19340,Gaines,Corporate,CA,4062 Clear Pond Circuit,95351,2,Fitness,37.61849976,-121.0116348,Pacific Asia,Daqing,China,19340,52.44,0.16,327.75,0.13,1,327.75,275.31,34.41,Eastern Asia,Heilongjiang,CLOSED,Smart watch,327.75,First Class,2025-12-25 06:28:27.964856688,2025,12,25,3,12,0.9090909090909091,0.19484457142857142,0.16,0,1,1,10649.031507695972,0.5390693590869183,0.5074424898511503,0.5472564747919194,1.0,0.9753718125875873,High,19.004590280713735,319.67811157558174,78.02974500700698,26.782522806820396
TRANSFER,5,4,87.18,249.08,Late delivery,1,69,Health and Beauty,Los Angeles,EE. UU.,Chastity,15707,Baker,Corporate,CA,8711 Dusty Deer Valley,90043,12,Health and Beauty,33.98547363,-118.3382416,Pacific Asia,Taytay,Filipinas,15707,43.96,0.15,293.04,0.35,1,293.04,249.08,87.18,Southeast Asia,Calabarzón,PROCESSING,First aid kit,293.04,Standard Class,2025-12-10 13:52:37.672919040,2025,12,10,2,12,3.6363636363636362,0.18784990476190475,0.15,0,0,1,12950.96374248491,0.5534976682211858,0.548,0.5472564747919194,-0.007599463567277604,0.4671866406456945,Medium,8.776096595132794,136.9043731748143,9.34373281291389,11.724701028541975
